link,Price,Year,Mileage,Fuel,Transmission,EngineCapacity,Power,Color,Doors,Location
https://kocsi.hu/hasznaltauto/ford/focus/focus-i/ford-focus-i-1-4-ambiente-magyarorszagi-teli-nyari-gumikkal-sebvaltozarral-uj-kuplunggal-hirdetesid-tfeb76,440 000 Ft,2003,360 000 km,benzin,manuális/kézi,1 388 cm³,55 kW (75 LE),világoszöld,4 ajtó,BUDAPEST 1028 HIDEGKÚTI ÚT 327
https://kocsi.hu/hasznaltauto/ford/focus/focus-i/ford-focus-i-1-4-ambiente-hirdetesid-xtd53c,449 000 Ft,2001,269 173 km,benzin,manuális/kézi,1 388 cm³,55 kW (75 LE),fekete,5 ajtó,"Budapest, Pesti út 239."
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-4-ambiente-hirdetesid-vy8dd7,699 000 Ft,2006,270 814 km,benzin,manuális/kézi,1 388 cm³,59 kW (80 LE),kék,5 ajtó,"Budapest, Pesti út 239."
https://kocsi.hu/hasznaltauto/ford/focus/focus-c-max/ford-focus-c-max-dm2-hirdetesid-vyy4k4,799 999 Ft,2009,360 000 km,dízel,,1 753 cm³,85 kW (116 LE),fehér,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-4-trend-hirdetesid-sf7rk2,850 000 Ft,2006,316 000 km,benzin,manuális/kézi,1 388 cm³,59 kW (80 LE),,5 ajtó,Telefonos egyeztetés után megtekinthető
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-tdci-celebration-dpf-caravan-hirdetesid-r9cw9m,1 075 000 Ft,2008,195 100 km,dízel,manuális/kézi,1 560 cm³,80 kW (109 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-ghia-hirdetesid-99cucp,1 200 000 Ft,2006,235 000 km,benzin,manuális/kézi,1 596 cm³,74 kW (101 LE),világoskék,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-tdci-trend-econetic-99g-ford-hirdetesid-5r4fkv,1 250 000 Ft,2013,325 150 km,dízel,manuális/kézi,1 560 cm³,77 kW (105 LE),fekete,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-fresh-euro5-hirdetesid-vwzr34,1 290 000 Ft,2010,468 000 km,benzin,manuális/kézi,1 596 cm³,74 kW (101 LE),sárga,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-i/ford-focus-i-1-6-fresh-hirdetesid-w3fve2,1 390 000 Ft,2004,124 800 km,benzin,manuális/kézi,1 596 cm³,74 kW (101 LE),világosszürke,4 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-tdci-fresh-dpf-vonohorog-mo-i-hirdetesid-ede45y,1 399 000 Ft,2011,271 000 km,dízel,manuális/kézi,1 560 cm³,66 kW (90 LE),szürke,4 ajtó,"1112 Budapest, XI. Budaörsi út 159/B"
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-collection-klima-tempomat-szelvedofutes-teli-nyari-gumik-147ekm-hirdetesid-bmp9c9,1 490 000 Ft,2007,147 812 km,benzin,manuális/kézi,1 596 cm³,74 kW (101 LE),kék,5 ajtó,"1037 Budapest, Bécsi út 277."
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-6-ghia-1596-cm3-hirdetesid-w4sat2,1 590 000 Ft,2004,162 978 km,benzin,manuális/kézi,1 796 cm³,85 kW (116 LE),sötétszürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-8-ffv-titanium-hirdetesid-wrm6w5,1 645 000 Ft,2009,168 500 km,benzin + etanol,manuális/kézi,1 798 cm³,92 kW (125 LE),ezüst,5 ajtó,"Budapest, Szabadföldi út 80."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-tdci-technology-hirdetesid-uve28x,1 900 000 Ft,2013,354 900 km,dízel,manuális/kézi,1 560 cm³,70 kW (95 LE),,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-gtdi-ecoboost-trend-hirdetesid-w2csa7,1 990 000 Ft,2013,188 000 km,benzin,manuális/kézi,999 cm³,74 kW (101 LE),fekete,5 ajtó,Stadion metronál
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-coupe-cabriolet-2-0-titanium-99-000-km-hirdetesid-6fhzd9,1 999 999 Ft,2009,99 497 km,benzin,manuális/kézi,1 999 cm³,107 kW (145 LE),,2 ajtó,"Budapest, Albertirsai köz 2."
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-1-8-ffv-titanium-hirdetesid-8uhe2z,2 090 000 Ft,2008,173 759 km,benzin + etanol,manuális/kézi,1 798 cm³,92 kW (125 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-2-0-tdci-trend-plus-ford-focus-hirdetesid-f8h7zh,2 099 000 Ft,2016,393 300 km,dízel,manuális/kézi,1 997 cm³,110 kW (150 LE),sötétkék,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-gtdi-ecoboost-trend-hirdetesid-9rmu3z,2 100 000 Ft,2013,188 000 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),fekete,5 ajtó,14.ker Bp s Szobránc utca 4-b
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-coupe-cabriolet-2-0-titanium-vegig-vezetett-szervizkonyv-hirdetesid-x5e3sz,2 149 999 Ft,2009,146 676 km,benzin,manuális/kézi,1 999 cm³,107 kW (145 LE),kék,2 ajtó,"Budapest, Albertirsai köz 2."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-scti-ecoboost-titanium-hirdetesid-4h6azt,2 199 990 Ft,2013,256 526 km,benzin,manuális/kézi,1 597 cm³,110 kW (150 LE),sötétkék,5 ajtó,XIII. Kerület
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-gtdi-ecoboost-ambiente-hirdetesid-4hef4d,2 199 999 Ft,2013,188 000 km,benzin,manuális/kézi,999 cm³,74 kW (101 LE),fekete,5 ajtó,Bp zugloban
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-business-hirdetesid-3w7nkh,2 200 000 Ft,2018,301 686 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-ecoboost-titanium-s-magyarorszagi-vezetett-szervizkonyv-teli-nyari-gumi-hirdetesid-y4w8ey,2 299 999 Ft,2014,154 028 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),barna,5 ajtó,"Budapest, Külső Fóti út 26. területén található Autó Centrum"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-tdci-titanium-hirdetesid-7chkc9,2 390 000 Ft,2011,231 500 km,dízel,manuális/kézi,1 560 cm³,85 kW (116 LE),sötétszürke,5 ajtó,"Budapest, Szabadföldi út 80."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-ti-vct-titanium-hirdetesid-sm6x6x,2 390 000 Ft,2011,237 000 km,benzin,manuális/kézi,1 596 cm³,92 kW (125 LE),világosbarna,4 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-ti-vct-trend-plus-147-000-km-vegig-vezetett-szervizkonyv-2db-gyari-kulcs-ulesfutes-hirdetesid-6stxn4,2 499 999 Ft,2011,147 850 km,benzin,manuális/kézi,1 596 cm³,77 kW (105 LE),fehér,5 ajtó,"Budapest, Fehér út 9-11. VI-os kapu"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-ti-vct-trend-plus-155-000km-2db-gyari-kulcs-tolatoradar-alufelni-hirdetesid-6bycb4,2 499 999 Ft,2011,155 200 km,benzin,manuális/kézi,1 596 cm³,77 kW (105 LE),szürke,5 ajtó,"Budapest, Fehér út 9-11. VI-os kapu"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-ecoboost-trend-99g-hirdetesid-8spr3z,2 590 000 Ft,2016,119 000 km,benzin,manuális/kézi,999 cm³,74 kW (101 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-trend-magyar-nagy-szeviz-elvegezve-szervizes-akar-2-ev-garanciaval-hirdetesid-n79eza,2 590 000 Ft,2018,198 000 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),,4 ajtó,"Budapest, Üllői út 738."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-5-tdci-trend-hirdetesid-c8ztr2,2 790 000 Ft,2017,181 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),,5 ajtó,"Budapest, Üllői út 738."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-active-hirdetesid-mtxx74,2 899 999 Ft,2018,170 525 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),,5 ajtó,"Budapest, Határ út 76."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tdci-88g-trend-econetic-s-magyar-2-ev-garanciaval-hirdetesid-r6fcz2,2 990 000 Ft,2017,197 000 km,dízel,manuális/kézi,1 499 cm³,77 kW (105 LE),fehér,5 ajtó,"Budapest, Üllői út 738."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-ecoboost-technology-s-automata-hirdetesid-f8x7ur,2 999 999 Ft,2017,165 358 km,benzin,automata,999 cm³,92 kW (125 LE),,5 ajtó,"Budapest, Külső Fóti út 26. területén található Autó Centrum"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-ti-vct-trend-plus-hirdetesid-84cyuc,3 200 000 Ft,2011,70 700 km,benzin,manuális/kézi,1 596 cm³,92 kW (125 LE),sötétszürke,5 ajtó,Budapest
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-ecoboost-technology-s-dyb-hirdetesid-5kzc7w,3 450 000 Ft,2017,87 500 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-gtdi-ecoboost-champions-hirdetesid-e68cfk,3 450 000 Ft,2013,71 000 km,benzin,manuális/kézi,999 cm³,74 kW (101 LE),,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-6-scti-ecoboost-titanium-hirdetesid-sz2ss4,3 599 000 Ft,2014,160 300 km,benzin,manuális/kézi,1 597 cm³,134 kW (182 LE),csont/törtfehér,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-5-tdci-titanium-s-powershift-hirdetesid-9c5tww,3 690 000 Ft,2016,150 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-5-tdci-titanium-hirdetesid-46wkwy,3 800 000 Ft,2016,173 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-0-ecoboost-st-line-magyar-tulajdonostol-benzines-sync-3-navigacio-teli-csomag-tempomat-garancia-hirdetesid-6t4xdn,4 000 000 Ft,2016,94 075 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),szürke,5 ajtó,"Budapest, Kerepesi út 105."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoboost-business-sz-konyv-m-o-i-elso-tulaj-bluetooth-tempomat-navigacio-ulesfutes-hirdetesid-svvy97,4 190 000 Ft,2019,164 919 km,benzin,manuális/kézi,1 497 cm³,110 kW (150 LE),fehér,5 ajtó,"Budapest, Hungária körút 77."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoboost-business-automata-garanciaval-m-o-i-2-tul-gar-km-frissen-szervizelt-megkimelt-gyonyoru-hirdetesid-u66xxu,4 299 000 Ft,2018,214 000 km,benzin,automata,1 497 cm³,110 kW (150 LE),sötétkék,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-atvizsgalt-hirdetesid-pm8b7r,4 390 000 Ft,2020,153 800 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),,5 ajtó,"Budapest, Védgát u. 14. (Gubacsi-híd lábánál)"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-business-hirdetesid-vw66nf,4 399 900 Ft,2019,140 500 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),sötétkék,5 ajtó,Egyeztetést követően Budapesten
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-business-ulesfutes-tolatokamera-hirdetesid-h5z8uc,4 489 000 Ft,2021,165 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),kék,5 ajtó,Tas utca 14/A
https://kocsi.hu/hasznaltauto/ford/focus/focus-iii/ford-focus-iii-1-5-ecoboost-st-line-automata-hirdetesid-dt39zm,4 500 000 Ft,2018,190 651 km,benzin,automata,1 499 cm³,110 kW (150 LE),sötétszürke,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-titanium-garis-magyar-szervizkonyves-hirdetesid-6pw9wd,4 500 000 Ft,2020,117 656 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),kék,4 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoboost-business-magyar-szervizkonyves-afa-s-hirdetesid-c3tf4p,4 500 000 Ft,2018,125 736 km,benzin,manuális/kézi,1 497 cm³,110 kW (150 LE),piros,5 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-business-hirdetesid-mf6b2y,4 529 000 Ft,2021,162 284 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Budaörsi út 148/a,b."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-business-hirdetesid-6vsy3e,4 590 000 Ft,2019,140 500 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),kék,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-technology-m-o-i-kituno-allapot-szervizelt-afas-hirdetesid-em7w2b,4 590 000 Ft,2019,132 000 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),ezüst,5 ajtó,"Budapest, Védgát u. 14. (Gubacsi-híd lábánál)"
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-connected-garanciaval-hirdetesid-dkne53,4 590 000 Ft,2022,192 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 738."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoboost-active-hirdetesid-57yakm,4 699 999 Ft,2020,173 256 km,benzin,manuális/kézi,1 497 cm³,110 kW (150 LE),,5 ajtó,"Budapest, Határ út 76."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-0-tdci-st3-powershift-s-hirdetesid-7wxfb8,4 899 000 Ft,2017,199 587 km,dízel,,1 997 cm³,136 kW (185 LE),fehér,5 ajtó,"Budapest, Pesti út 239."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-active-hirdetesid-xt79nm,4 980 000 Ft,2022,130 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,Tas utca 14/A
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-active-x-afas-magyarorszagi-1-tulajdonostol-szervizkonyves-hirdetesid-7ph2ax,4 990 000 Ft,2021,128 455 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),,5 ajtó,"Budapest, Budaörsi út 1092/7."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-0-ecoblue-scr-titanium-automata-vonohorgos-hirdetesid-zu6xe6,4 990 000 Ft,2019,123 000 km,dízel,automata,1 996 cm³,110 kW (150 LE),,5 ajtó,Telefonos egyeztetés után megtekinthető!
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-business-hirdetesid-2eytv8,5 290 000 Ft,2021,63 657 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),szürke,5 ajtó,"Budapest, Védgát u. 14. (Gubacsi-híd lábánál)"
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-eb-coolconnect-navi-led-pdc-hirdetesid-s4phv2,,2020,94 872 km,dízel,manuális/kézi,1 499 cm³,70 kW (95 LE),fehér,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-cool-connect-hirdetesid-86ydcu,5 414 774 Ft,2023,48 673 km,dízel,automata,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-business-garis-magyar-szervizkonyves-afa-s-hirdetesid-9b4mbs,5 500 000 Ft,2021,59 856 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),,5 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-trend-deh-hirdetesid-47vbvz,5 530 000 Ft,2021,131 000 km,dízel,manuális/kézi,1 449 cm³,88 kW (120 LE),fekete,5 ajtó,Budapest
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-business-hirdetesid-dk95um,5 700 000 Ft,2021,142 664 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-titanium-acc-ahk-navi-hirdetesid-8ydmz7,,2020,109 236 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-business-automata-hirdetesid-3bf2um,6 000 000 Ft,2022,93 398 km,dízel,tiptronik,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-connected-garis-magyar-szervizkonyves-afa-s-hirdetesid-vx9hz5,6 000 000 Ft,2022,136 815 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-0-ecoboost-connected-hirdetesid-2cyde6,6 490 000 Ft,2022,45 830 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),fehér,5 ajtó,"Budapest, Budaörsi út 1092/7."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-coolconnect-ahk-acc-navi-hirdetesid-ch7k5k,6 593 419 Ft,2020,93 762 km,dízel,automata,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-cool-connect-navi-shz-pdc-led-hirdetesid-5vnd3f,6 749 620 Ft,2020,118 921 km,dízel,automata,1 995 cm³,110 kW (150 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-eb-coolconnect-led-pdc-hirdetesid-f6v8md,6 833 170 Ft,2022,62 420 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-coolconnect-navi-plusz-spurassist-plusz-1-hand-hirdetesid-v6cf3x,6 841 117 Ft,2019,50 000 km,dízel,manuális/kézi,1 498 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-eb-coolconnect-navi-led-dab-hirdetesid-4sdhb7,7 000 532 Ft,2022,58 596 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-navi-carplay-qi-pdc-kamera--hirdetesid-xy6eu6,7 130 238 Ft,2021,53 470 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-eb-coolconnect-navi-led-pdc-hirdetesid-hzd8c5,7 167 895 Ft,2022,67 482 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-coolconnect-bo-led-hirdetesid-x34tdp,7 172 082 Ft,2020,85 492 km,dízel,automata,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-cool-connect-navi-hirdetesid-ntb6e8,7 234 841 Ft,2021,47 467 km,dízel,manuális/kézi,1 499 cm³,70 kW (95 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tunier-coolconnect-navi-pdc-led-1-hd-hirdetesid-km6tu4,7 280 864 Ft,2022,69 900 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-coolconnect-led-navi-rfk-pdc-klim-hirdetesid-am5n9r,7 280 868 Ft,2022,71 100 km,dízel,manuális/kézi,1 499 cm³,70 kW (95 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-cool-connect-autom-kamera--hirdetesid-2pr4wy,7 301 364 Ft,2021,93 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-titanium-dct-demo-auto-azonnal-elviheto-hirdetesid-7pev6k,7 290 000 Ft,2023,5 km,benzin,,999 cm³,92 kW (125 LE),kék,5 ajtó,"Budapest, Védgát utca 45. (Csepel)"
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-cool-connect-autom-navi-rfk-lhz-hirdetesid-6fap3y,7 364 547 Ft,2023,70 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-titanium-design-hirdetesid-5hu7cw,7 500 000 Ft,2023,10 157 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-tunier-1-5-eb-coolconnect-led-navi-plusz-apple-hirdetesid-h8tt9z,7 626 884 Ft,2023,88 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tdci-automatik-garantie-1-hand-hirdetesid-mxb2w3,7 690 149 Ft,2024,39 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-cool-connect-autom-1-hand-carplay--hirdetesid-57ummb,7 719 772 Ft,2022,46 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoboost-st-line-aut-navi-led-acc-cam-spur--hirdetesid-4ccdf4,7 737 587 Ft,2019,116 939 km,benzin,automata,1 498 cm³,110 kW (150 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-1-5-ecoblue-facelift--hirdetesid-6a4hny,7 840 692 Ft,2022,61 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-coolconnect-s-s-sposi-hirdetesid-txa6m4,7 885 461 Ft,2022,55 381 km,dízel,automata,1 499 cm³,88 kW (120 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-cool-connect-led-navi-spur-tempo-dab-lm-hirdetesid-27rdwb,,2022,46 100 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-automatik-ledaccblis-hirdetesid-sz82bd,7 950 314 Ft,2020,68 953 km,dízel,automata,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-cool-connect-matrix-hirdetesid-u2u2wr,7 967 050 Ft,2022,42 626 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-0-ecoblue-ss-st-mit-styling-paket-deh-hirdetesid-b3h9kw,8 023 784 Ft,2019,87 380 km,dízel,manuális/kézi,1 998 cm³,140 kW (190 LE),piros,5 ajtó,"Budapest, Üllői út 309."
