link,Price,Year,Mileage,Fuel,Transmission,EngineCapacity,Power,Color,Doors,Location
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-st-line-x-aut-ahk-ambiente-head-up-hirdetesid-xw7ae9,12 517 016 Ft,2023,29 495 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-bluetooth-navi-led-klima-el-fenster-hirdetesid-a7tzp4,12 565 344 Ft,2023,11 580 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-bluetooth-navi-led-klima-el-fenster-hirdetesid-y3vmv4,12 565 344 Ft,2023,12 618 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-sportpaket-bluetooth-navi-led-klima-hirdetesid-3p8euf,12 565 344 Ft,2023,11 681 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-e5p2ny,12 576 325 Ft,2023,19 667 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-yt34vs,12 587 311 Ft,2024,18 165 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-automatik-ganzjahresreifen-hirdetesid-ukcd85,12 607 078 Ft,2024,22 800 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-m23yhs,12 631 244 Ft,2024,9 382 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-3hnuf2,12 631 244 Ft,2024,21 612 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-led-plusz-ahk-plusz-kamera-plusz-winterpaket-hirdetesid-mx4rn3,12 644 421 Ft,2023,34 283 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-automata-kombi-dizel-tolatokamera-teli-csomag-keszleten-hirdetesid-wwd35y,,2025,6 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-active-x-plusz-ahk-el-panoramad-hirdetesid-96cpnp,12 692 749 Ft,2024,9 921 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-2-3-ecoboost-hirdetesid-9kt7ab,12 710 418 Ft,2023,28 500 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-t2fsp6,12 719 110 Ft,2024,36 885 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-vws39b,12 719 110 Ft,2024,14 031 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-led-plusz-navi-plusz-kamera-plusz-winterpaket-hirdetesid-ysf46p,12 736 682 Ft,2024,6 636 km,dízel,automata,1 498 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-active-x-turnier-8at-ahk-44--hirdetesid-n3c6ee,12 776 220 Ft,2024,15 701 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-active-x-turnier-8at-ahk-45--hirdetesid-v7rz6m,12 776 220 Ft,2024,7 558 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-1-5-ecoblue-automatik-bluetooth-navi-hirdetesid-3r7xnv,12 785 006 Ft,2023,5 494 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-sportpaket-bluetooth-navi-led-klima-hirdetesid-ervh94,12 785 006 Ft,2023,5 036 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-sportpaket-bluetooth-navi-led-klima-hirdetesid-m3t4ys,12 785 006 Ft,2023,8 405 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-eb-st-x-led-rfk-klima-pdc-dab-plusz-navi-hirdetesid-v4wh4v,12 806 969 Ft,2022,58 650 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-active-x-bo-gjr-hirdetesid-3npsf8,12 806 969 Ft,2024,4 100 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-xmv2z3,12 806 973 Ft,2024,20 340 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-plusz-allwetter-acc-head-up-display-hirdetesid-zut36f,12 813 563 Ft,2024,20 720 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-5jahre-garantie-plusz-3-inspekt-inkl-hirdetesid-7hurd8,12 820 157 Ft,2021,32 512 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-titanium-aut-led-kamera-ahk-shz-tempo-hirdetesid-x2xr7v,12 824 548 Ft,2024,11 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-hirdetesid-9enbr7,12 824 548 Ft,2024,13 980 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5l-ahk-acc-hud-matrix-led-hirdetesid-5bch3f,12 824 548 Ft,2023,57 879 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-pdc-vohi-winterpaket-navigacio--hirdetesid-79yswv,12 824 548 Ft,2023,10 593 km,dízel,automata,1 500 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-1-5-ecoblue-hirdetesid-f5d8vs,12 824 548 Ft,2024,16 650 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-2-3-aut-styling-paket-digitaltacho--hirdetesid-7uabh4,12 830 178 Ft,2021,17 978 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-led-virtual-blis-kamera-recaro-hirdetesid-aatp36,12 871 477 Ft,2021,22 404 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),barna,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-led-virtual-blis-kamera-recaro-hirdetesid-pm2dp7,12 871 477 Ft,2021,22 404 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),barna,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-styling-paket-iacc-led-rfk-hirdetesid-7a7vvn,12 871 477 Ft,2020,32 900 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-2-3-ecoboost-led-dab-hirdetesid-xd3ae3,,2021,46 279 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),barna,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-7smy2k,12 908 643 Ft,2023,21 970 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-2-3-ecoboost-navi-e-sitze-klimaautom-sportfahrw-hirdetesid-e2kt5c,12 911 948 Ft,2022,29 605 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-panoramarecarovirtualhead-upnavi-hirdetesid-55mkwh,12 912 775 Ft,2022,58 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-pandach-hirdetesid-z5hcy6,12 934 377 Ft,2024,19 056 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-active-dct-oktoberi-beerkezessel-hirdetesid-c8t2vb,12 875 000 Ft,2025,10 km,benzin,automata,999 cm³,114 kW (155 LE),szürke,5 ajtó,"Budapest, Könyves Kálmán körút 3."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-turnier-hirdetesid-f9amb7,13 022 244 Ft,2024,13 422 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-2-3-ecob-st-x-navi-iacc-kamera-hirdetesid-yw6r6b,13 026 635 Ft,2022,63 900 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turn-st-line-x-glasdach-headup-e-heckklapp-hirdetesid-7vak3m,13 042 011 Ft,2025,18 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-automatik-allwetterreifen-head-up-hirdetesid-zkx73b,13 044 210 Ft,2024,16 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-diesel-st-line-x-1-5-automatik-pano-bor-hirdetesid-f5pav6,13 070 572 Ft,2024,28 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-diesel-st-line-x-1-5-automatik-pano-bor-hirdetesid-ut28zw,13 070 572 Ft,2024,25 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-1-5-ecoblue-aut-navi-acc-bo-hirdetesid-8v3wsd,13 132 073 Ft,2024,12 940 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ecoblue-turnier-ahk-rfk-hud-hirdetesid-x6m8tp,13 158 434 Ft,2024,19 915 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-55yhmz,13 158 434 Ft,2024,22 506 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-tdci-115ps-automatik-bor-panoda-hirdetesid-3wda3m,13 176 010 Ft,2024,15 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-automatik-bor-head-up-hirdetesid-m8z4ap,13 176 010 Ft,2024,22 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-headup-pano-hirdetesid-m6exr7,13 219 939 Ft,2024,15 968 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-plusz-panorama-plusz-matrix-led-plusz-elek-ahk-hirdetesid-rpm3d9,13 219 939 Ft,2023,47 245 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-automatik-bo-ahk-4jg-hirdetesid-7na5rd,13 224 330 Ft,2024,9 810 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-automatik-sync4-fgs-7-100-hirdetesid-btc23b,13 243 152 Ft,2023,54 900 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-x-pano-aut-fgs-hirdetesid-9rp3bt,13 246 300 Ft,2024,19 192 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-rk-acc-led-automatik-park-assis-hirdetesid-bp4s2t,13 246 300 Ft,2024,36 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-e-blue-aut-st-line-x-plusz-pano-plusz-bo-hirdetesid-fkd94v,13 246 300 Ft,2024,13 350 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-pano-gjr-hirdetesid-74cfta,13 246 300 Ft,2024,8 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-hirdetesid-6x2ncz,13 246 300 Ft,2024,14 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-plusz-el-panoramadach-plusz-kamera-plusz-navi-plusz-sit-hirdetesid-8psu5w,13 246 300 Ft,2025,7 141 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-x-turnier-8at-psd-45--hirdetesid-v83mzw,13 259 481 Ft,2024,4 207 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-pdbo-hirdetesid-99tdmv,13 263 872 Ft,2024,9 777 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-titanium-hirdetesid-bkh69z,13 263 872 Ft,2025,14 073 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-titanium-edition-hirdetesid-3tr6tp,13 263 872 Ft,2024,12 732 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-titanium-edition-hirdetesid-4hxtt3,13 263 872 Ft,2024,13 710 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-1-5-ecoblue-eu6e-hud-el-panorama-hirdetesid-nu2y9z,13 263 872 Ft,2024,24 650 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-edition-led-plusz-navi-plusz-tempomat-plusz-pps-hirdetesid-6dur9c,13 263 872 Ft,2024,2 650 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-autom-ahk-navi-panoramadach-ma-hirdetesid-2z3txp,13 263 872 Ft,2023,19 300 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-st-line-x-panoramadach-plusz-sitzhei-hirdetesid-h8wk4f,13 325 381 Ft,2024,9 158 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-plusz-ahk-plusz-led-plusz-bo-hirdetesid-e7d7zm,13 413 243 Ft,2022,52 600 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-x-pano-aut-fgs-hirdetesid-s2unw2,13 479 143 Ft,2024,21 376 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-active-x-aut-led-kamera-acc-navi-pano-hirdetesid-p3nex5,13 483 534 Ft,2024,19 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-x-pano-aut-fgs-hirdetesid-kfx98f,13 483 534 Ft,2024,20 286 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-plusz-ahk-plusz-matrix-led-plusz-head-up-plusz-bo-plusz-kamera-hirdetesid-uaz7w7,13 487 933 Ft,2023,51 323 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-turnier-1-5-ahk-acc-led-rfk-hu-hirdetesid-yz5b5b,13 509 896 Ft,2024,12 922 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ecoblue-hirdetesid-a4vmm5,13 527 471 Ft,2024,41 921 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-schale-bo-headup-matrix-dab--hirdetesid-f3hb6u,13 532 231 Ft,2022,30 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-2-3-led-navi-pano-kamera-hirdetesid-v9ba7k,13 532 231 Ft,2024,52 889 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-st-line-x-automata-azonnali-keszlet-petranyi-budaors-hirdetesid-2yfhk2,,2025,7 km,dízel,tiptronik,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-x-1-5l-ecoblue-autom-el-heck-bo-hirdetesid-53euzm,13 593 371 Ft,2024,2 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-st-line-x-dct-novemberi-beerkezessel-hirdetesid-prm58b,13 545 000 Ft,2025,10 km,benzin,automata,999 cm³,114 kW (155 LE),fehér,5 ajtó,"Budapest, Könyves Kálmán körút 3."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-aut-st-x-acc-bo-rfk--hirdetesid-82kxzp,13 658 393 Ft,2022,37 672 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-pano-head-up-4j-garantie-hirdetesid-bp9yz6,13 659 267 Ft,2024,24 430 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-active-x-euro-6e-hirdetesid-2f4yzu,13 663 662 Ft,2024,20 378 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-hirdetesid-bw7x3n,13 663 662 Ft,2024,30 041 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5ecobl-aut-st-line-x-iacc-pano-hirdetesid-9mh9eh,13 685 628 Ft,2024,13 200 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-2-3-ecoboost-st-x-automatik-navi-led-hirdetesid-4sd5np,,2023,49 100 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-hirdetesid-4ttcd9,13 685 628 Ft,2024,20 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-sa3v4k,13 694 410 Ft,2024,29 882 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-2-3-ecoboost-ss-aut-st-hirdetesid-hs4ca4,13 698 809 Ft,2021,33 200 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-st-x-plusz-kamera-plusz-acc-plusz-b-o-soundsystem-hirdetesid-kr8kb6,13 703 200 Ft,2023,19 700 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ecoblue-hirdetesid-sn9td9,13 703 200 Ft,2024,17 427 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-st-line-x-dct-szeptemberi-beerkezessel-hirdetesid-34udrz,13 660 000 Ft,2025,10 km,benzin,automata,999 cm³,114 kW (155 LE),szürke,5 ajtó,"Budapest, Könyves Kálmán körút 3."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-active-x-aut-led-kamera-acc-shz-pano-hirdetesid-7a8xcs,13 896 504 Ft,2024,16 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-280ps-autm-st-x-iacc-navi-led-hirdetesid-se86ep,13 922 866 Ft,2023,28 409 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ecoblue-hirdetesid-b67zea,13 922 866 Ft,2024,21 096 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-st-lin-hirdetesid-an97be,14 081 023 Ft,2024,15 200 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
